compliance,grayness,iteration,outer_iters,outer_solver,rho_max,rho_mean,rho_min,wall_s
108.99929971656674,0.8081911582821939,1,21,pcg,0.4,0.3000000021246578,0.19999999999999998,92.47134560000268
56.563188770637076,0.769347997311818,2,22,pcg,0.5,0.2999999991676032,0.09999999999999998,0.3655284999986179
37.15764234615017,0.7215250398193946,3,55,pcg,0.6,0.3000000030126311,0.001,0.693243399990024
26.40530418425142,0.6627036527828024,4,79,pcg,0.7,0.3000000030268558,0.001,0.9263294999836944
19.777989527595814,0.5979310626197961,5,112,pcg,0.7999999999999999,0.3000000012235558,0.001,1.2697432000131812
15.256820287420739,0.525597467417802,6,212,pcg,0.8999999999999999,0.300000006236238,0.001,2.265885000000708
11.887319892023546,0.4385561805975652,7,575,pcg,0.9999999999999999,0.299999992562257,0.001,14.321382900001481
9.093819920175052,0.38380926915256086,8,768,pcg,1.0,0.29999999651338,0.001,8.027551300008781
7.741979752673176,0.31512673071562003,9,385,pcg,1.0,0.30000000204416316,0.001,4.059445699997013
6.91365560519918,0.2467146264013174,10,800,pcg,1.0,0.2999999986477118,0.001,16.460499800014077
6.391480634314671,0.1894606046367906,11,800,pcg,1.0,0.2999999907298666,0.001,16.10354870001902
6.038078400441791,0.14255256846811218,12,800,pcg,1.0,0.3000000033217675,0.001,16.12266590000945
5.7736946622409455,0.10360802524736394,13,800,pcg,1.0,0.3000000050222278,0.001,16.13726940000197
5.56447082469856,0.0757090755639588,14,800,pcg,1.0,0.3000000004632747,0.001,16.179076200001873
5.433282836012589,0.054242336921213365,15,800,pcg,1.0,0.3000000077539111,0.001,16.14605819998542
5.353743793462889,0.03820086308177784,16,800,pcg,1.0,0.3000000073892148,0.001,16.255987200012896
5.30328589019631,0.0267482694354249,17,800,pcg,1.0,0.3000000040419481,0.001,16.224500799988164
5.272438939881529,0.018645958503564496,18,800,pcg,1.0,0.29999999755619133,0.001,16.129619600018486
5.251700915141888,0.013385924879352876,19,800,pcg,1.0,0.3000000042558152,0.001,16.19677669997327
5.242062231324503,0.00991921114623036,20,800,pcg,1.0,0.30000000375728475,0.001,16.18191179999849
