compliance,grayness,iteration,outer_iters,outer_solver,rho_max,rho_mean,rho_min,wall_s
188.97662778363392,0.8082305091853489,1,34,pcg,0.4,0.300000004753131,0.19999999999999998,56.839662699989276
100.99885870305636,0.7691557701151502,2,44,pcg,0.5,0.29999999297568725,0.09999999999999998,0.31160800001816824
68.12905057082308,0.7209438578993527,3,125,pcg,0.6,0.29999999555633367,0.001299553975344311,0.7112649999908172
49.16115458101787,0.662669400012694,4,188,pcg,0.7,0.29999999111807,0.001,1.049177700013388
37.195735153652784,0.5977661034960091,5,358,pcg,0.7999999999999999,0.29999999634580155,0.001,1.9424003000021912
28.911241497957207,0.5271166837441933,6,680,pcg,0.8999999999999999,0.2999999986048759,0.001,3.6259581000194885
22.471400261119157,0.4384857944822772,7,800,pcg,0.9999999999999999,0.3000000057445273,0.001,8.399973199993838
17.23614055415526,0.3775847586136252,8,800,pcg,1.0,0.30000000074438643,0.001,8.342224299994996
14.285689967235712,0.30768945629917943,9,800,pcg,1.0,0.30000000830132806,0.001,8.179844900005264
7.500957950874316,0.26780984704900745,10,800,pcg,1.0,0.30000000008953703,0.001,8.215627099998528
6.241249580356076,0.22829891650293488,11,800,pcg,1.0,0.3000000046620882,0.001,8.223198899999261
5.506318254285572,0.1845072304891762,12,800,pcg,1.0,0.2999999992921875,0.001,8.198922699986724
4.847822616458168,0.14241265744426096,13,800,pcg,1.0,0.3000000044895365,0.001,8.20651839999482
4.3682625390257925,0.11138029143110043,14,800,pcg,1.0,0.29999999684348205,0.001,8.131871799996588
4.1309748289907375,0.08534648247134954,15,800,pcg,1.0,0.30000000424754797,0.001,8.217037299997173
3.9657774550833707,0.062008035042141404,16,800,pcg,1.0,0.2999999991746689,0.001,8.121588600013638
3.854512462904764,0.04267965609497451,17,800,pcg,1.0,0.3000000046932541,0.001,8.218362100014929
3.8027325715413784,0.02871823249285369,18,800,pcg,1.0,0.29999999512734765,0.001,8.297378099989146
3.750680879742791,0.01919922581372317,19,800,pcg,1.0,0.29999999325027016,0.001,8.17526099999668
3.7942689299910923,0.013173473191680074,20,800,pcg,1.0,0.30000000921420417,0.001,8.21489410000504
